Score,Summary,Text,Sentiment,Cleaned_Text
4,"Wonderful scent, buffered lather, didn't strip my hair","If you were a child of the 80's you will feel a definite sense of deja vu with this product! The smell and feel of it reminded me instantly of PermaSoft. The next closest smell would be Pert Plus. It's the same manufacturer as Pert Plus so that makes sense.<br /><br />This shampoo did a great job of removing hairstyling product buildup without stripping my hair, and I didn't have to shampoo twice to achieve that. I tested it on 3-day-old gross hair, and one wash removed all the buildup and gunk! I used it without a follow up conditioner and my hair was not frizzy, dry, or flyaway like it normally would be with what I consider a 'drugstore product'. It was very soft and had soft waves, no frizz.<br /><br />I normally only use a few certain salon brands on my hair because I have it colored and I use a flatiron a lot (lots of damage potential there!); I would consider this brand of shampoo to be an acceptable substitute and not worry too much that it's stripping my color in the meantime.<br /><br />I would buy this.",positive,child feel definit sens deja product smell feel remind instantli permasoft next closest smell would pert plu manufactur pert plu make sensethi shampoo great job remov hairstyl product buildup without strip hair didnt shampoo twice achiev test dayold gross hair one wash remov buildup gunk use without follow condition hair frizzi dri flyaway like normal would consid drugstor product soft soft wave frizzi normal use certain salon brand hair color use flatiron lot lot damag potenti would consid brand shampoo accept substitut worri much strip color meantimei would buy
5,mmmmm tasty,"This stuff is awesome.  Low in calories, tastes amazing.  When I went vegan, it was pretty hard to find stuff that filled me up and didnt make me feel like I was sacrificing - this chili tastes like the real deal and it is SO MUCH BETTER for you.",positive,stuff awesom low calori tast amaz went vegan pretti hard find stuff fill didnt make feel like sacrif chili tast like real deal much better
5,Fun gifts for birth announcement,"You can use this instead of giving out cigars... this gum cigar looks good, but taste ok (not wigley gums).  This gift is a birth announcement for those who can't express their joy with words.",positive,use instead give cigar gum cigar look good tast wigley gum gift birth announc cant express joy word
4,Good Deal,"Not the best coffee I have ever had, but - very adequate.  And it's really hard to beat the price for what you get.  As someone that drinks at least a pot (or more) every day, this is good at a good price.  I will order again and again.  Also tried their other varieties.  All good.",positive,best coffe ever adequ realli hard beat price get someon drink least pot everi day good good price order also tri varieti good
5,Great health benefits,I use the powdered tea powder in my fruit smoothies.  Provides you all the health benefits of green tea.  Love the product and use both the plain and lemon ginger.,positive,use powder tea powder fruit smoothi provid health benefit green tea love product use plain lemon ginger
5,Love these noodle!,"They look gross when you get them but dont let that influence your opinion. I am a dietitian and I cook healthy lunches for my coworkers once per week. We made stirfry with the noodles, SO GOOD! I love them. Wouldnt use them like pasta with pasta sauce though. Keep to asian themed dishes. They are very filling and tasty!",positive,look gross get dont let influenc opinion dietitian cook healthi lunch cowork per week made stirfri noodl good love wouldnt use like pasta pasta sauc though keep asian theme dish fill tasti
5,Love it!,"My five finicky guys, (dogs), love this treat.  I save the crumbs to sprinkle on their food.",positive,five finicki guy dog love treat save crumb sprinkl food
5,Creamy Strawberry,"I love this tea. It has an AMAZING creamy strawberry scent and I just can't get enough of it!<br />Unfortunately like with most teas, the scent is better than taste. I like mixing it with lemon juice and honey - it gets to be simply divine!<br />I like using my big mug and have to put 2 tea bags to get the right flavor. I have a feeling I'll go through it pretty quick. I drink it every day and would recommend this tea to everyone.",positive,love tea amaz creami strawberri scent cant get enough itunfortun like tea scent better tast like mix lemon juic honey get simpli divinei like use big mug put tea bag get right flavor feel ill pretti quick drink everi day would recommend tea everyon
5,delicious and less plastic!,"I stumbled upon this coffee while browsing Amazon and was instantly interested because of the price and when I looked further I saw that it had much less plastic.  I decided to try it.  It is sooo  good.  I can see this being my new favorite coffee.  I will have to see how it stores.  I do like that there are 3- 12 packs so I only have to open 12 pods at once.  I'll store them in tupperware or something but I can't imagine it will be much of a problem.  It really really is a wonderful, strong, flavorful cup of coffee.  Thank you SF Bay Coffee.",positive,stumbl upon coffe brows amazon instantli interest price look saw much less plastic decid tri sooo good see new favorit coffe see store like pack open pod ill store tupperwar someth cant imagin much problem realli realli wonder strong flavor cup coffe thank bay coffe
5,yumm,I have tried many gluten free brownies  these are the best.  Good Good Good!,positive,tri mani gluten free browni best good good good
4,Packed With Nutrition,"These nutrition-packed bars are delicious and I highly recommend them for an energy boost.  One slight drawback is that in the heat/summer, they tend to become quite soft and mushy and can be a mess to open and eat, especially if you are carrying one with you.",positive,nutritionpack bar delici highli recommend energi boost one slight drawback heatsumm tend becom quit soft mushi mess open eat especi carri one
5,Great Rub for Pork and Chicken,"I have made my own rubs for a long time and have tried dozens to get different flavor profiles. Once I tasted this rub, the search was over. A little sweet, with a hint of heat. My wife does not like HOT, but a little heat she appreciates. This is the perfect blend. If I want hotter for myself, just a dusting of Cyan with the rub does the trick for my serving.<br /><br />Lip smacking ribs, anything pork and chicken. This is the BBQ the family craves and your neighbors brag you up about. I hope Amazon gets the 5lb bags soon as a jar don't last too long in our house. Just ordered 3 more.",positive,made rub long time tri dozen get differ flavor profil tast rub search littl sweet hint heat wife like hot littl heat appreci perfect blend want hotter dust cyan rub trick servinglip smack rib anyth pork chicken bbq famili crave neighbor brag hope amazon get bag soon jar dont last long hous order
1,Why did I think this was a good idea?,I bought some last week and I thought it was retched! I tried mixing it around in my mouth for a few minutes and it was horrible. for the rest of the weekend I could not get the flavor out of my mouth.,negative,bought last week thought retch tri mix around mouth minut horribl rest weekend could get flavor mouth
4,wow where these tasty,"I love cherry candy, and these didnt disappoint. I would have liked a little stronger cherry flavor, very chewy , I ate the whole bag in about 2 weeks, prob. not a good idea there",positive,love cherri candi didnt disappoint would like littl stronger cherri flavor chewi ate whole bag week prob good idea
5,Smooth Taste,Southern Pecan has become my favorite coffee.  It has a warm smooth taste and is good with or without cream or sugar. This is one of the favorites in our office and I will be sure to order it again.,positive,southern pecan becom favorit coffe warm smooth tast good without cream sugar one favorit offic sure order
5,Spent Months Looking For A Good Food,"I have literally spent months looking for a good dog food. My dog, a border collie/ husky mix, seems to be allergic to everything I ever gave her. I went to every pet store and ordered every natural food I could find but nothing work. The poor thing had horrible gas and runny poop for months. Not to mention the non-stop chewing and itching.<br /><br />Anyway I finally found out about Orijen on a Border Collie website and I have to say this stuff is magic.<br /><br />Within two days my dog's stomach settled, her fur is coming back to life and she is bouncing around like a puppy again.<br /><br />The itching is still going on but far from what it was and from what I have hear it takes weeks for the allergens to completely leave a dogs system.<br /><br />I fully recommend this product!",positive,liter spent month look good dog food dog border colli huski mix seem allerg everyth ever gave went everi pet store order everi natur food could find noth work poor thing horribl ga runni poop month mention nonstop chew itchinganyway final found orijen border colli websit say stuff magicwithin two day dog stomach settl fur come back life bounc around like puppi againth itch still go far hear take week allergen complet leav dog systemi fulli recommend product
5,Excellent,"The vanilla beans and delivery was excellent in every way.  The shipment arrived faster than I expected and the product was exceptional.  Nice moist sticky vanilla beans not dried out and leathery like the ones you pay four times as much for at the grocery store.  I was so happy with the product I just placed an order for another 1/2 pound package.  I use them in hommade ice cream, creme brulee, and to make my own homemade vanilla extract.",positive,vanilla bean deliveri excel everi way shipment arriv faster expect product except nice moist sticki vanilla bean dri leatheri like one pay four time much groceri store happi product place order anoth pound packag use hommad ice cream creme brule make homemad vanilla extract
3,Convenience,I am enjoying the use of this item.  It is good quality mayo and I use it with my tuna.,neutral,enjoy use item good qualiti mayo use tuna
5,awesome beef jerky,"I bought this as a surprise for my husband who loves beef jerky and spicy food. He said this was really good, tender beef jerky.",positive,bought surpris husband love beef jerki spici food said realli good tender beef jerki
1,BEEF JELLO!,"Probably one of the worst jerky products I've ever tasted. It was almost gelatinous in texture and waxy. I think this is the result of being over tenderized. Perhaps this is a good product for those with dental problems or dentures, but for others, you may want to stick to another jerky brand.",negative,probabl one worst jerki product ive ever tast almost gelatin textur waxi think result tender perhap good product dental problem dentur other may want stick anoth jerki brand
4,Low Carb Crackers,"I ordered these elsewhere because I didn't want to be stuck with several packages in case I didn't like them.  If you're doing Atkins or another low carb plan and have been missing crunchy crackers, this may be just what you're looking for.  The taste is not bad but as  other reviewers have mentioned, these crispbreads are extremely dry.  You have got to put something on them - butter, cream cheese, jam, anything and you should have a beverage with them too.  If you consider them to be a vehicle for great toppings, I don't think you'll be disappointed.  Low calorie, 2 net carbs per slice, plenty of fiber and crunch.  What's not to like?",positive,order elsewher didnt want stuck sever packag case didnt like your atkin anoth low carb plan miss crunchi cracker may your look tast bad review mention crispbread extrem dri got put someth butter cream chees jam anyth beverag consid vehicl great top dont think youll disappoint low calori net carb per slice plenti fiber crunch what like
5,Outstanding coffee. Worth every penny.,"This is probably the best coffee Ive ever had. I've always been an Italian coffee drinker but I think this is my new favorite. Very rich, sip it and enjoy the complexities of flavors.",positive,probabl best coffe ive ever ive alway italian coffe drinker think new favorit rich sip enjoy complex flavor
5,Great Coffee!!,This is my everday coffee and I love it. Add a little non-fat creamer and a splenda..its a treat!,positive,everday coffe love add littl nonfat creamer splendait treat
5,Aunt Was Surprised,I sent the purple orchids from Just Orchids last week for my aunt's 87th birthday (which was Sunday the 17th).  While I knew the flowers wouldn't be delivered on Sunday they were delivered on Monday afternoon.  (I placed my order on July 15th and the flowers were delivered on July 18th.)  My aunt called and said each flower had a water tube.  When she put them in water the blooms opened.  She received approximately 16 - 17 stems.  I have not ordered from Just Orchids previously but you can bet I will from now on.  The flowers are really a WOW factor!  I paid $32.xx which I believe is not only a GREAT price for flowers but also delivered orchids.  Thanks Just Orchids.  I am recommending to friends/family.,positive,sent purpl orchid orchid last week aunt birthday sunday knew flower wouldnt deliv sunday deliv monday afternoon place order juli flower deliv juli aunt call said flower water tube put water bloom open receiv approxim stem order orchid previous bet flower realli wow factor paid believ great price flower also deliv orchid thank orchid recommend friendsfamili
5,Great Size for Small Dogs!!! AND MINE LOVES IT!,"The problem with treats for me was finding one I didn't have to keep breaking into little pieces when I was training.  Not only that, it seems my little Morkie really enjoys these.  She's only 6lbs so the size and the taste of these treats make training go much faster.  I'm starting to run out and I got these October 3,2010 so I'm about to buy some more again!",positive,problem treat find one didnt keep break littl piec train seem littl morki realli enjoy she lb size tast treat make train much faster start run got octob buy
3,"The page says gallon, the jug says 66 oz 2 liter",I'm confused by the label but have yet to try the oil to see if it's genuine or not.  I will update after trying it.,neutral,confus label yet tri oil see genuin updat tri
5,Great tasting with high protein amount,"The best tasting protein drink i have ever tried.  I order multiple cases from Amazon Prime.  The texture is surprisingly smooth for having so much protein, and the banana tast is excellent.",positive,best tast protein drink ever tri order multipl case amazon prime textur surprisingli smooth much protein banana tast excel
5,Do the math - not a bad price,"I had already done the math before looking at the reviews, and I was a bit surprised by the reviews that said this is over-priced. It works out to $7 per 33 oz. unit, and if using subscribe and save (getting a 15% discount) the cost per 33 oz. unit is $5.95, (.18 cents an ounce compared to .25 cents an ounce of another popular brand) and it's free shipping and you don't have to hope there's a sale when you need it. Now how can you complain about that? I'm adding it to my cart.",positive,alreadi done math look review bit surpris review said overpr work per unit use subscrib save get discount cost per unit cent ounc compar cent ounc anoth popular brand free ship dont hope there sale need complain ad cart
4,Nice to find on line!,The grocery store where I shop discontinued this particular Sun Maid dried fruit mix. My husband loves to have this particular mix on his oatmeal in the morning.SO happy to find on line AND at a better than grocery store price.  My only complaint with the Sun Maid company is the fact that they went with larger pieces of fruit. We liked it even better when it was the small bite sizes.,positive,groceri store shop discontinu particular sun maid dri fruit mix husband love particular mix oatmeal morningso happi find line better groceri store price complaint sun maid compani fact went larger piec fruit like even better small bite size
4,true to name,This food is practically the only canned food my cat will eat. She loves the chunks of meat.  She likes the salmon and white fish better than this flavor.  But she eats them all.,positive,food practic can food cat eat love chunk meat like salmon white fish better flavor eat
4,Pretty good. Not the best.,"This is a pretty good and healthy granola product, in fact very healthy. Healthier than others. Although it could have, to me, used a little more chocolate taste. They are also smaller than other granola bars I have had. A good product that is hard not to recommend, I just have had better.",positive,pretti good healthi granola product fact healthi healthier other although could use littl chocol tast also smaller granola bar good product hard recommend better
5,Roasted Hazelnut Oil,"the product itself is great, however when I opened the box it was shipped in every can was damaged, dented..terrible packing.  I actually bought 3 different oils ( 3 cans of each ) all 9 cans dented.  Some were going to be gifts however I could not give something looking as it did to anyone.",positive,product great howev open box ship everi damag dentedterr pack actual bought differ oil can can dent go gift howev could give someth look anyon
5,"Great product, great price",I got these on sale on Amazon. Best price I found on the internet. It's a great zero calorie sports drink. I will be buying more.,positive,got sale amazon best price found internet great zero calori sport drink buy
5,Guilty pleasure...,"My favorite candy by far.  Just the right amount of chocolate and peanut.  I can eat a whole bag by myself.  And no, not the small package, the COSTCO sized ones!!  Yep I'm a huge fan :)",positive,favorit candi far right amount chocol peanut eat whole bag small packag costco size one yep huge fan
5,Love this stuff,"I originally became a fan of pouch-based cat food with the Nutro line of pouches. However, Nutro was especially hit by the nasty recall episode from a few years back where a number of pet food manufacturers had contamination issues, and they eventually pulled their pouches. I tried a bunch of canned foods afterwards, but my cats never warmed to any of them like they did the pouches.<br /><br />Wellness came out with their ""healthy indulgence"" line of pouch foods not too long ago, and interestingly the packaging is pretty much identical to the Nutro products, down to the notches to facilitate tearing. I can only imagine that they are using the same manufacturing facilities as Nutro did, but hopefully with a superior product. Everything I've read about Wellness suggests that they make high-quality pet foods. My cats seem to love these as much as they did their old pouch foods. They have now been eating pouch foods almost daily for at least 6-7 years, so I don't have any major concerns about long-term health issues.<br /><br />Overall, these pouches are great. Each single pouch is one serving for one cat, so the costs do add up fast if you have multiple cats and serve this twice a day. I give dry food in the morning and the pouches at night to help conserve costs, but they always finish the Wellness pouches within a half hour, whereas the dry food often sits around unfinished all day. Another plus is that no spoons or forks need to be involved, since you just tear each pouch and shake the contents into the bowl. No mess or debates with spouses about putting cat food forks into the dishwasher with the rest of the dishes!",positive,origin becam fan pouchbas cat food nutro line pouch howev nutro especi hit nasti recal episod year back number pet food manufactur contamin issu eventu pull pouch tri bunch can food afterward cat never warm like poucheswel came healthi indulg line pouch food long ago interestingli packag pretti much ident nutro product notch facilit tear imagin use manufactur facil nutro hope superior product everyth ive read well suggest make highqual pet food cat seem love much old pouch food eat pouch food almost daili least year dont major concern longterm health issuesoveral pouch great singl pouch one serv one cat cost add fast multipl cat serv twice day give dri food morn pouch night help conserv cost alway finish well pouch within half hour wherea dri food often sit around unfinish day anoth plu spoon fork need involv sinc tear pouch shake content bowl mess debat spous put cat food fork dishwash rest dish
5,I am hooked on this coffee,There may be a need to start a 12-step program for this coffee.  :)<br /><br />I do not usually like flavored coffees but I am so glad that I tried this one.,positive,may need start step program coffe usual like flavor coffe glad tri one
5,Dog treats,My dog can't wait to come back from her walk to get her treat.  She is allergic to a lot of things and these are just perfect.  I love using Amazon so I don't have to go out.,positive,dog cant wait come back walk get treat allerg lot thing perfect love use amazon dont
5,DELICIOUS!!!!!!!!!!!!!!!,this coffee is delicious. I have bought a couple 5 lb orders and will definitely be buying more. The shipping is always extremely fast and the customer service is really good,positive,coffe delici bought coupl order definit buy ship alway extrem fast custom servic realli good
5,GREAT TASTE,I love this coffee it's my favorite so far I want to try them all. I don't like strong coffee and I hate bitter after taste coffee to me this is the perfect cup  of coffee. I'm not telling everyone to go out and buy it this is my own opinion.,positive,love coffe favorit far want tri dont like strong coffe hate bitter tast coffe perfect cup coffe tell everyon buy opinion
1,Mount Hagen Organic Freeze Dried Instant Coffee,"Instant coffee can be good tasting; Mount Hagen has misses the mark.  Mount Hagen tastes like freeze dried coffees of old.  Nescaf&eacute; makes a good tasting dark roast instant coffee, unfortunately it's not organic and won't be any time soon.  Such is life.",negative,instant coffe good tast mount hagen miss mark mount hagen tast like freez dri coffe old nescafeacut make good tast dark roast instant coffe unfortun organ wont time soon life
4,Surprised,"I was surprised to find it online. I use this mix for a few things and it is always a nice meal add on. I use it with rice, more noodles or even as a add on for a a chicken casarole. I am expecting my first shipment on the 18th of january. It is nice to stock up like this.",positive,surpris find onlin use mix thing alway nice meal add use rice noodl even add chicken casarol expect first shipment januari nice stock like
5,Fabulous dog toy!,"I have two adopted greyhounds, and they both love this toy, whether with or without the rawhide rings.  One of them is a very tough chewer, and she's destroyed a lot of toys that have been labeled as ""indestructable"" or ""for tough chewers.""  My other hound likes soft, plush, squeaky toys, and I wanted to find a toy for him to chew on to help keep his teeth clean, and he loves this one.  This toy fits the bill for both of my hounds!",positive,two adopt greyhound love toy whether without rawhid ring one tough chewer she destroy lot toy label indestruct tough chewer hound like soft plush squeaki toy want find toy chew help keep teeth clean love one toy fit bill hound
5,yummy. shipping high but no higher than anywhere else.,"These are exactly what I ordered! Yumma-lishish. At first I was irritated at how high the shipping was but then I shopped around and this place is actually the most reasonable shipping around, so don't I feel silly! It was just as ordered.",positive,exactli order yummalishish first irrit high ship shop around place actual reason ship around dont feel silli order
5,The BEST!!,I have tried almost all of the Senseo coffees and this is hands down the tastiest!!  It is all I will buy for pods aside from their decaf which is also really good.  Full bodied and rich but non acidic or bitter.  Great product and with subscribe and save it is the best price around.,positive,tri almost senseo coffe hand tastiest buy pod asid decaf also realli good full bodi rich non acid bitter great product subscrib save best price around
5,Super yummy,This popcorn salt is exactly what you need to make popcorn taste like it used to in movie theaters.  The salt is really thin and you only need a little to achieve a great taste.,positive,popcorn salt exactli need make popcorn tast like use movi theater salt realli thin need littl achiev great tast
2,Not for me!,"I tried.. I really tried... I honestly tried...but I couldn't eat these things.  I will stick to the kind i purchase locally int he grocery store as they are crisp (really crisp) and not bad on taste with 19% fiber.<br />Even though these Scandinavian brand was recommended by Dr. Os and lots of others I just can't handle them. Tsate is not good in my opinion, texture is horrible, and Sahara Desert sand would be more moist.  I bought a large quantity of these things so regret doing that.  I though thet would be like my regular Crispbread.  I might be good for others but not for me.",negative,tri realli tri honestli triedbut couldnt eat thing stick kind purchas local int groceri store crisp realli crisp bad tast fibereven though scandinavian brand recommend lot other cant handl tsate good opinion textur horribl sahara desert sand would moist bought larg quantiti thing regret though thet would like regular crispbread might good other
5,Gluten-Free Energy!,"I've tried some of the other versions these, but I keep coming back to the Peanut Butter.  They taste great, are very satisfying and high in protein!  They beat Balance bars for me.",positive,ive tri version keep come back peanut butter tast great satisfi high protein beat balanc bar
4,Sage Tea helps with night sweats,"I have one cup a day and it really decreases my night sweats. I'm in amazement at how much it helps!<br /><br />The taste isn't great, but I don't think it's as bad as some other reviews have said. If you're concerned about the taste, you can use some sage from your spice cabinet and make a cup. It tastes pretty much the same, but it didn't seem cost effective to use the sage you buy in the spice aisle.",positive,one cup day realli decreas night sweat amaz much helpsth tast isnt great dont think bad review said your concern tast use sage spice cabinet make cup tast pretti much didnt seem cost effect use sage buy spice aisl
5,Great help to stop constipation,"I have been suffering from chronic constipation my whole life. Four to nine days of misery was my regular life. Nothing helped me for more than two times. A colleague of mine recommended me this product and since I tried it I'm very regular! It is not like the other products I tried (and I really tried a lot of them)that helped me just a couple of times and afterwards no effect anymore. In addition the frequent muscle cramps I use to have have disappeared. In summary I LOVE LOVE LOVE this product, I'm not going to stop taking it anymore!",positive,suffer chronic constip whole life four nine day miseri regular life noth help two time colleagu mine recommend product sinc tri regular like product tri realli tri lot themthat help coupl time afterward effect anymor addit frequent muscl cramp use disappear summari love love love product go stop take anymor
5,Was great,"This product, cereal, arrived on time and was as as good as expected.  What more can I say about cereal?",positive,product cereal arriv time good expect say cereal
5,tastes pretty good,this hot coca tastes pretty good when brewed on 8oz setting however its not the best I've ever tasted nor the worst. its hard to rate this because everyone has different tastes so its ether you like it or you don't. I my self happen to like it and will buy again unless I find something better.,positive,hot coca tast pretti good brew set howev best ive ever tast worst hard rate everyon differ tast ether like dont self happen like buy unless find someth better
3,Weird consistency,"I love the taste of ghee butter and this one tastes great. However, the consistency of it is like oil. It is weird and annoying if you want to spread it on toast. The consistency stays that way in air conditioned house.",neutral,love tast ghee butter one tast great howev consist like oil weird annoy want spread toast consist stay way air condit hous
5,Excellent,Absolutely love this peanut butter! Can't get much better than peanut butter and chocolate together. I will definitely be buying it again!,positive,absolut love peanut butter cant get much better peanut butter chocol togeth definit buy
5,Sweet Satisfaction,I love the combination of chocolate and peanut butter and these Protein and Fiber bars by Kashi allow me to enjoy them both sans guilt. The complex blend of grains used helps one digest slowly and keeps one satisfied for a long time.  It's portable and doesn't lose its shape or form when thrown into one's purse or diaper bag. They also help with regularity. I would recommend this to anyone who is active.,positive,love combin chocol peanut butter protein fiber bar kashi allow enjoy san guilt complex blend grain use help one digest slowli keep one satisfi long time portabl doesnt lose shape form thrown one purs diaper bag also help regular would recommend anyon activ
5,Glad to find this here,"So glad that I was able to purchase this item on Amazon.  Have used this product for a long time and like it very much.  It seems that it is not available in our grocery stores in this area anymore. A couple of us use it, so it was a good find.",positive,glad abl purchas item amazon use product long time like much seem avail groceri store area anymor coupl use good find
5,AMAZING CAFE!!,"I purchased this coffee because the reviews were good, and I was not dissapointed! It is AMAZING! Smooth and creamy with no bitter aftertaste. And it is cheaper than Illy and tastes just as great! Whether I make espresso, coffee or a latte is is perfect!",positive,purchas coffe review good dissapoint amaz smooth creami bitter aftertast cheaper illi tast great whether make espresso coffe latt perfect
5,The Magical World Of Toast...,"It's amazing how many wonderful things can go on a simple piece of bread.  Peanut butter, hazlenut butter, almond butter...  Then don't forget the wonderful Marmite, a yeast extract.  Sigh...  But Marmite, Marmite is for eating toast while reading ""Moby [...]"", or perhaps ""Barnaby Rudge"". A bit hearty.  Nutella is for eating toast while reading ""Remebrance Of Things Past"" or ""Dracula"".  Rather luscious.  Like Marmite, Nutella goes a lot farther than the prescribed serving size.  Spread thinly.  Now, my children, go out and turn your whole wheat toast into a chocolate doughnut.  Marcel Proust would want you to.",positive,amaz mani wonder thing simpl piec bread peanut butter hazlenut butter almond butter dont forget wonder marmit yeast extract sigh marmit marmit eat toast read mobi perhap barnabi rudg bit hearti nutella eat toast read remebr thing past dracula rather lusciou like marmit nutella goe lot farther prescrib serv size spread thinli children turn whole wheat toast chocol doughnut marcel proust would want
5,Tasty enough for sugar ceral,Cereal is good and cheap and packed with tasty sugar.  This one tastes good and is a great deal through subscribe and save!,positive,cereal good cheap pack tasti sugar one tast good great deal subscrib save
5,Wonderful for both cooking and for health,"The turmeric arrived much faster than expected, and the quality was far superior than expected.<br /><br />I have used turmeric in my cooking for many years, both for Indian-inspired dishes and also for the coloring effects it adds to certain dishes or components of dishes.<br /><br />A few month ago, my mother got me into taking turmeric for the health benefits.  She was having extreme respiratory issues and problems with severe arthritis.  She had several traditional medical treatments and nothing seemed to be working.  After she did a bunch of research, she found a bunch of information regarding the health benefits of turmeric.  After taking turmeric twice a day for about 8 weeks, she was able to be taken off of oxygen and she no longer has problems with her arthritis.  She is no longer taking any other medications and has no further problems as long as she continues to take her turmeric every day.<br /><br />If you are planning on taking turmeric for the health benefits, I highly recommend you do some research first.  The basics are that you need to take about 1 tsp of turmeric mixed into a liquid that contains a fat (such as whole milk) along with about 1/4 tsp of ground black pepper (the black pepper helps with absorption and the nutrients in the turmeric need the fat because they are fat-soluble and not water-soluble).  Do the research before you begin and don't just take my word for it... there are a lot of very respectable medical institutions currently conducting research on turmeric for treating such things as arthritis, acne, joint pain, pain management, respiratory problems, and even cancer, so you should have no problems finding more information online.<br /><br />I usually just take powdered turmeric in a not-too-revolting mixture recipe that I got from my mother: I mix 1 1/2 tsp of powdered turmeric in a 12oz glass of V8 along with 1 tsp of olive oil, 1/4 tsp of fresh ground pepper, 1 Tbs of raw unfiltered apple cider vinegar, 1/2 tsp of cayenne pepper, and 1/4 tsp of granulated garlic.  (all that's missing is the vodka)<br /><br />The bottom line is that this turmeric powder is not only great quality, but it is also very inexpensive and in a much larger volume than you might expect.  Shipping was also very fast and I will be buying from this seller again in the future.",positive,turmer arriv much faster expect qualiti far superior expectedi use turmer cook mani year indianinspir dish also color effect add certain dish compon dishesa month ago mother got take turmer health benefit extrem respiratori issu problem sever arthriti sever tradit medic treatment noth seem work bunch research found bunch inform regard health benefit turmer take turmer twice day week abl taken oxygen longer problem arthriti longer take medic problem long continu take turmer everi dayif plan take turmer health benefit highli recommend research first basic need take tsp turmer mix liquid contain fat whole milk along tsp ground black pepper black pepper help absorpt nutrient turmer need fat fatsolubl watersolubl research begin dont take word lot respect medic institut current conduct research turmer treat thing arthriti acn joint pain pain manag respiratori problem even cancer problem find inform onlinei usual take powder turmer nottoorevolt mixtur recip got mother mix tsp powder turmer glass along tsp oliv oil tsp fresh ground pepper tb raw unfilt appl cider vinegar tsp cayenn pepper tsp granul garlic that miss vodkath bottom line turmer powder great qualiti also inexpens much larger volum might expect ship also fast buy seller futur
5,I drink this instead of coffee,"I usually don't drink tea because it doesn't have the caffeine kick I'm looking for, but guayusa tea has almost as much caffeine as a cup of coffee. And unlike coffee, it doesn't need to be drowned in cream and sugar to taste good and doesn't have any of the other unpleasant side effects. I usually add about half a spoonful of sugar per cup, which is enough to pleasantly complement the natural flavor. Now if only Starbucks would start carrying guayusa...",positive,usual dont drink tea doesnt caffein kick look guayusa tea almost much caffein cup coffe unlik coffe doesnt need drown cream sugar tast good doesnt unpleas side effect usual add half spoon sugar per cup enough pleasantli complement natur flavor starbuck would start carri guayusa
5,Jolt Gum,"Jolt Gum is the best, tasty product I use to wake up and stay awake. I keep a pack with me at all times especially when driving, and long distance drives especially.  It saved me from falling asleep at the wheel;  I'll never forget that day!",positive,jolt gum best tasti product use wake stay awak keep pack time especi drive long distanc drive especi save fall asleep wheel ill never forget day
5,Great Taste,"This is by far the best Teriyaki Jerky I have tasted. It is a thick cut, salty, sweet and tender. The price is the only thing that is no good. I would buy more if it was bulk or reasonable but this seems to be the only place to purchase. I am a repeat customer and will continue. Thanks!!",positive,far best teriyaki jerki tast thick cut salti sweet tender price thing good would buy bulk reason seem place purchas repeat custom continu thank
5,Can be spicy!!,"The first time I made this I didn't think was so spicy, second or third was!  Very, very good! All the ingredients are packaged individually in the box, fresh tasting!",positive,first time made didnt think spici second third good ingredi packag individu box fresh tast
5,DE-lish!,"I don't even remember where or when I bought this tea or if someone gave it to me, but I finally tried it and was totally blown away.  Did you know that bergamot is a type of sour orange?  When you smell the tea knowing that the scent is citrus, you can distinguish it but I didn't figure it out on my own.<br /><br />Anyway, oil of bergamot is what makes Earl Grey tea something different from just plain tea.  The DOUBLE bergamot is what makes this particular Earl Grey tea a new taste experience (at least for me).<br /><br />Here's a link to the Wikipedia entry for Earl Grey tea:<br />[...]",positive,dont even rememb bought tea someon gave final tri total blown away know bergamot type sour orang smell tea know scent citru distinguish didnt figur ownanyway oil bergamot make earl grey tea someth differ plain tea doubl bergamot make particular earl grey tea new tast experi least meher link wikipedia entri earl grey tea
5,Recipient was delighted,"Sent this as a gift to a friend, after reading the positive reviews on Amazon. My friend LOVED them. She took several pictures and I have to say they looked damn good!! Great gifting material for anyone with a sweet tooth.",positive,sent gift friend read posit review amazon friend love took sever pictur say look damn good great gift materi anyon sweet tooth
